Employee ID,Employee Name,Department,Designation,Gender,Joining Date,Exit Date,Salary,Attendance %,Location,Employment Status
EMP1262,Siddharth Patil,Admin,Senior Executive,Female,27-05-2023,,63603,88.5,Bengaluru,Active
EMP1263,Swati Bhosale,Admin,Executive,Male,14-12-2019,,59049,79.2,Nagpur,Active
EMP1264,Pooja Gupta,Marketing,Associate,Male,11-05-2023,18-01-2025,68293,84.6,Indore,Exited
EMP1265,Sakshi Ninawe,Marketing,Senior Executive,Female,14-11-2020,,42523,88.6,Hyderabad,Exited
EMP1266,Aarav Reddy,Human Resource,Associate,Female,10-03-2021,08-09-2022,82876,82.5,Wardha,Exited
EMP1267,Rahul Ninawe,hr,Executive,Female,07-05-2019,,56284,76.7,Bengaluru,Active
EMP1268,Sai Shinde,Admin,Senior Executive,Female,21-07-2024,,32969,86.3,Mumbai,Active
EMP1269,Bhavna Shinde,Marketing,Senior Executive,Male,14-06-2021,,50444,83.5,Hyderabad,Exited
EMP1269,Deepak Patel,Operations,Manager,Female,25-04-2020,,45509,95.8,Chennai,Active
EMP1271,Sai Bhosale,Human Resource,Coordinator,Female,26-04-2021,,25780,86.0,Indore,Active
EMP1272,Sai Jain,Sales,Analyst,Female,31-03-2022,08-10-2023,30481,97.6,Bengaluru,Exited
EMP1273,Deepak Gupta,Human Resource,Analyst,Female,19-10-2021,,60217,84.7,Bengaluru,Active
EMP1274,Nikhil Pawar,IT,Associate,Female,26-01-2024,,30202,90.8,Hyderabad,Active
EMP1275,Isha Reddy,sales,Manager,Female,11-01-2019,,78089,95.5,Indore,Active
EMP1276,Neha Deshmukh,IT,Senior Executive,Male,17-05-2021,,55171,87.0,Wardha,Exited
EMP1277,Kiran Jain,HR,Executive,Male,08-07-2019,,78238,97.9,Nagpur,Active
EMP1278,Isha Shinde,HR,Manager,Female,19-10-2023,,35290,74.8,Bengaluru,Active
EMP1279,Aditya Mishra,Sales,Executive,Female,04-12-2019,28-10-2021,39695,88.8,Delhi,Exited
EMP1280,Kavya Patel,hr,Executive,Male,05-01-2019,,80496,87.8,Indore,Active
EMP1281,Akash Shinde,HR,Manager,Male,03-02-2019,01-08-2021,73353,84.3,Delhi,Exited
EMP1282,Neha Patel,hr,Associate,Male,27-02-2020,28-01-2021,35973,89.2,Nagpur,Exited
EMP1283,Aditya Nair,Admin,Senior Executive,Male,04-02-2019,,75684,88.8,Nagpur,Active
EMP1284,Swati Pawar,Admin,Executive,Male,18-12-2023,,29362,92.6,Chennai,Active
EMP1285,Pooja Pawar,sales,Manager,Male,26-07-2020,,54302,77.4,Bengaluru,Active
EMP1286,Bhavna Sharma,Sales,Senior Executive,Male,21-04-2021,,69347,93.5,Delhi,Active
EMP1287,Rahul Patil,hr,Senior Executive,Female,14-09-2021,25-12-2021,19581,74.0,Chennai,Exited
EMP1288,Pooja Mehta,Human Resource,Coordinator,Male,13-04-2024,,20187,70.4,Delhi,Active
EMP1289,Vivaan Verma,IT,Associate,Female,06-09-2024,03-03-2026,72451,72.5,Indore,Exited
EMP1290,Vikas Bhosale,Human Resource,Executive,Male,10-02-2022,,58620,99.2,Nagpur,Active
EMP1291,Vikas Jain,IT,Executive,Male,28-09-2019,13-11-2021,49278,72.6,Chennai,Exited
EMP1292,Vihaan Shinde,Admin,Executive,Male,14-08-2019,17-07-2021,41022,91.2,Mumbai,Exited
EMP1293,Sai Reddy,sales,Manager,Female,12-11-2024,,34637,92.0,Pune,Exited
EMP1294,Bhavna Sharma,sales,Associate,Female,25-10-2023,19-08-2024,28101,85.3,Mumbai,Exited
EMP1295,Rahul Choudhary,Human Resource,Executive,Male,15-02-2023,,51438,76.9,Indore,Active
EMP1296,Aarav Verma,HR,Senior Executive,Female,28-09-2021,,79835,97.6,Nagpur,Active
EMP1297,Swati Verma,Marketing,Analyst,Female,14-09-2023,,60179,97.5,Hyderabad,Active
EMP1298,Aadhya Patel,Admin,Manager,Male,08-03-2023,,83803,75.4,Indore,Active
EMP1299,Vivaan Patil,hr,Executive,Female,20-03-2024,03-03-2025,60899,70.2,Delhi,Exited
EMP1300, Priya Choudhary ,Sales,Manager,Male,20-09-2021,09-03-2023,,74.5,Chennai,Exited
EMP1301,Aarav Joshi,Marketing,Executive,Female,19-11-2022,,61911,95.5,Bengaluru,Active
EMP1302,Vihaan Deshmukh,Marketing,Manager,Female,02-09-2021,02-12-2021,36661,72.8,Delhi,Exited
EMP1303,Ritika Nair,IT,Coordinator,Male,06-03-2023,30-06-2023,30527,89.1,Chennai,Exited
EMP1304,Aditya Choudhary,Admin,Senior Executive,Female,13-09-2019,23-02-2020,49034,95.5,Chennai,Exited
EMP1305,Sakshi Jain,sales,Analyst,Male,29-01-2024,,44569,74.7,Nagpur,Exited
EMP1306,Isha Shinde,sales,Analyst,Female,24-07-2023,,64961,79.2,Bengaluru,Active
EMP1307,Deepak Singh,hr,Analyst,Female,07-10-2020,20-10-2022,23286,74.4,Delhi,Exited
EMP1308,Pooja Patil,Marketing,Executive,Female,20-07-2019,,40789,95.6,Indore,Exited
EMP1309,Shreya Mehta,Finance,Executive,Male,23-01-2020,,36322,71.9,Delhi,Exited
EMP1310,Arjun Deshmukh,IT,Executive,Male,05-03-2023,,51924,99.9,Delhi,Active
EMP1311,Ritika Shinde,Human Resource,Executive,Male,12-01-2020,,78423,97.7,Chennai,Exited
EMP1312,Manoj Patil,Operations,Analyst,Male,01-05-2019,23-11-2019,64392,78.2,Wardha,Exited
EMP1313,Ritika Gupta,HR,Executive,Male,03-10-2021,23-04-2024,80787,78.4,Nagpur,Exited
EMP1314,Kavya Deshmukh,Marketing,Manager,Female,17-10-2021,,68134,84.4,Wardha,Active
EMP1314,Pooja Choudhary,Marketing,Senior Executive,Male,10-08-2022,,21416,70.9,Bengaluru,Exited
EMP1316,Vivaan Reddy,Marketing,Executive,Male,04-01-2023,,38922,89.7,Bengaluru,Active
EMP1317,Vikas Verma,Finance,Analyst,Male,10-05-2023,21-10-2025,40768,87.8,Hyderabad,Exited
EMP1318,Swati Choudhary,HR,Associate,Female,11-12-2022,,42672,75.3,Mumbai,Active
EMP1319,Aditya Verma,Finance,Executive,Female,15-06-2021,,80650,97.5,Delhi,Active
EMP1320,Kiran Gupta,sales,Coordinator,Male,27-12-2020,,37360,93.2,Indore,Exited
EMP1321,Deepak Mishra,hr,Senior Executive,Male,11-03-2023,19-03-2024,57552,99.3,Chennai,Exited
EMP1322,Kiran Reddy,sales,Associate,Female,14-12-2020,,40983,92.0,Bengaluru,Exited
EMP1323,Arjun Ninawe,HR,Coordinator,Female,23-05-2023,,41865,97.6,Delhi,Active
EMP1324,Nikhil Choudhary,hr,Manager,Male,25-07-2024,,61406,77.1,Hyderabad,Active
EMP1325,Sai Patel,sales,Analyst,Male,04-01-2024,,52761,90.8,Hyderabad,Active
EMP1326,Aadhya Singh,HR,Associate,Female,17-07-2019,18-10-2020,39802,96.5,Hyderabad,Exited
EMP1327,Vikas Patil,hr,Associate,Male,17-05-2024,,39319,94.0,Mumbai,Active
EMP1328,Priya Sharma,sales,Senior Executive,Male,05-12-2021,,27725,96.6,Nagpur,Active
EMP1329,Shreya Patel,Marketing,Manager,Male,17-01-2020,05-11-2021,81273,82.9,Nagpur,Exited
EMP1330,Siddharth Pawar,Human Resource,Analyst,Male,08-08-2019,,61397,82.3,Indore,Active
EMP1331,Shreya Mehta,Sales,Associate,Female,27-02-2022,,24505,74.6,Hyderabad,Exited
EMP1332,Aarav Pawar,hr,Analyst,Male,21-04-2022,,21373,89.1,Pune,Exited
EMP1333,Rahul Singh,Sales,Executive,Female,17-06-2023,23-05-2025,52734,75.5,Chennai,Exited
EMP1334,Pooja Ninawe,Operations,Senior Executive,Male,02-07-2019,26-04-2020,47654,74.5,Pune,Exited
EMP1335,Aditya Mishra,Marketing,Associate,Female,23-08-2023,,25993,99.0,Wardha,Active
EMP1336,Rohan Joshi,Operations,Manager,Male,09-05-2022,,69747,85.1,Indore,Active
EMP1337,Kiran Choudhary,Admin,Analyst,Male,26-08-2020,,76856,99.2,Delhi,Active
EMP1338,Arjun Verma,IT,Coordinator,Female,17-11-2019,,37382,79.6,Pune,Exited
EMP1339,Aditya Patil,Marketing,Executive,Female,16-06-2023,29-12-2024,78051,73.4,Nagpur,Exited
EMP1340,Arjun Choudhary,Admin,Senior Executive,Female,15-02-2020,,31237,96.3,Bengaluru,Active
EMP1341,Neha Reddy,Admin,Senior Executive,Female,21-04-2024,,40570,74.3,Chennai,Active
EMP1342,Vivaan Patil,sales,Senior Executive,Female,31-08-2021,,80287,70.6,Bengaluru,Active
EMP1343,Priya Kulkarni,Operations,Senior Executive,Female,07-02-2020,,35614,93.2,Hyderabad,Active
EMP1344,Aadhya Pawar,Admin,Analyst,Female,01-01-2020,,75896,92.2,Indore,Active
EMP1345,Deepak Mishra,HR,Senior Executive,Female,11-10-2024,,26600,74.1,Indore,Active
EMP1346,Ritika Choudhary,HR,Executive,Male,12-12-2020,,44309,71.0,Mumbai,Active
EMP1347,Swati Mishra,Finance,Manager,Male,27-01-2022,28-07-2023,70028,90.4,Delhi,Exited
EMP1348,Pooja Reddy,Admin,Coordinator,Female,02-01-2024,,80204,80.3,Bengaluru,Active
EMP1349,Shreya Patel,Sales,Analyst,Male,23-04-2019,,46091,90.3,Bengaluru,Exited
EMP1350,Nikhil Pawar,Marketing,Analyst,Male,24-03-2019,,,88.0,Mumbai,Active
EMP1351,Diya Kulkarni,Admin,Associate,Female,05-06-2022,25-07-2023,63706,76.5,Bengaluru,Exited
EMP1352,Akash Nair,Admin,Coordinator,Female,15-06-2023,,18963,86.8,Bengaluru,Active
EMP1353,Priya Singh,Operations,Senior Executive,Female,19-09-2019,04-08-2021,60616,89.7,Bengaluru,Exited
EMP1354,Ananya Gupta,Marketing,Manager,Female,11-09-2021,,70965,90.4,Mumbai,Active
EMP1355,Nikhil Reddy,Sales,Coordinator,Male,28-11-2021,21-01-2024,22629,80.3,Delhi,Exited
EMP1356,Akash Mehta,Operations,Senior Executive,Male,08-01-2023,16-06-2025,41741,84.1,Bengaluru,Exited
EMP1357,Shreya Mehta,Human Resource,Senior Executive,Male,06-10-2022,,47131,92.3,Bengaluru,Active
EMP1358,Kavya Jain,sales,Executive,Male,03-12-2021,02-05-2022,79674,84.2,Delhi,Exited
EMP1359,Amit Singh,IT,Analyst,Male,10-12-2024,19-06-2027,37762,80.3,Wardha,Exited
EMP1359, Arjun Jain ,Human Resource,Manager,Male,28-11-2019,26-06-2020,59079,70.1,Bengaluru,Exited
EMP1361,Ananya Ninawe,Admin,Analyst,Female,10-10-2020,16-01-2023,29539,89.0,Chennai,Exited
EMP1362,Kavya Reddy,IT,Manager,Female,20-01-2019,,44137,98.5,Hyderabad,Active
EMP1363,Bhavna Nair,Finance,Analyst,Female,15-03-2019,,50613,79.4,Pune,Active
EMP1364,Neha Nair,Admin,Executive,Female,07-06-2022,,26557,98.5,Wardha,Active
EMP1365,Shreya Nair,Admin,Senior Executive,Female,16-11-2024,19-11-2026,35536,80.8,Delhi,Exited
EMP1366,Sai Patil,HR,Analyst,Male,24-07-2021,,35197,87.7,Nagpur,Active
EMP1367,Vihaan Mishra,HR,Coordinator,Male,17-03-2023,13-01-2025,24368,89.9,Mumbai,Exited
EMP1368,Vivaan Singh,IT,Associate,Male,25-12-2023,,51126,76.2,Mumbai,Exited
EMP1369,Priya Pawar,hr,Associate,Male,01-11-2024,18-11-2026,35978,85.3,Pune,Exited
EMP1370,Priya Singh,hr,Senior Executive,Male,31-07-2024,,44181,80.7,Chennai,Active
EMP1371,Priya Ninawe,HR,Senior Executive,Male,26-07-2024,,81001,70.1,Pune,Active
EMP1372,Swati Singh,Admin,Coordinator,Male,16-07-2024,,29807,91.7,Pune,Active
EMP1373,Ritika Kulkarni,Finance,Executive,Male,14-02-2024,,24564,96.2,Bengaluru,Exited
EMP1374,Pooja Jain,IT,Executive,Male,19-04-2020,,24014,89.9,Nagpur,Active
EMP1375,Sneha Mishra,Operations,Senior Executive,Male,03-01-2022,,66840,73.4,Chennai,Active
EMP1376,Isha Kulkarni,IT,Executive,Male,12-05-2024,05-09-2026,39860,90.9,Mumbai,Exited
EMP1377,Deepak Ninawe,hr,Analyst,Female,01-09-2023,25-08-2025,75430,93.4,Mumbai,Exited
EMP1378,Deepak Gupta,Operations,Associate,Male,22-06-2024,,71907,71.9,Hyderabad,Active
EMP1379,Aarav Nair,Admin,Associate,Male,06-07-2021,10-07-2023,30483,84.5,Chennai,Exited
EMP1380,Arjun Mehta,Admin,Coordinator,Female,12-08-2019,,38568,95.6,Nagpur,Active
EMP1381,Aditya Reddy,sales,Analyst,Female,13-09-2021,03-12-2021,84444,82.1,Delhi,Exited
EMP1382,Aditya Shinde,Operations,Associate,Female,10-01-2024,,83333,73.6,Wardha,Active
EMP1383,Shreya Sharma,hr,Executive,Female,11-07-2023,,18022,96.7,Indore,Exited
EMP1384,Ananya Shinde,sales,Associate,Female,28-01-2023,,47218,86.8,Wardha,Active
EMP1385,Sakshi Mishra,Operations,Executive,Female,12-04-2020,,47064,80.7,Bengaluru,Active
EMP1386,Vikas Nair,sales,Associate,Male,11-03-2020,,39516,94.7,Chennai,Active
EMP1387,Vihaan Kulkarni,Admin,Associate,Male,13-03-2021,,33826,83.7,Delhi,Active
EMP1388,Sakshi Jain,hr,Associate,Female,25-08-2023,,34150,89.8,Indore,Active
EMP1389,Arjun Reddy,HR,Coordinator,Female,12-12-2024,,74729,97.7,Nagpur,Active
EMP1390,Sakshi Choudhary,Human Resource,Manager,Female,09-06-2020,,68778,85.1,Chennai,Active
EMP1391,Kavya Bhosale,Finance,Analyst,Male,25-01-2022,22-12-2022,77355,82.4,Indore,Exited
EMP1392,Priya Mehta,sales,Coordinator,Female,09-06-2021,,45487,90.6,Nagpur,Active
EMP1393,Sakshi Ninawe,Marketing,Coordinator,Female,13-08-2022,,64168,87.5,Chennai,Active
EMP1394,Akash Mehta,Sales,Executive,Female,27-09-2023,,31955,74.4,Mumbai,Active
EMP1395,Ananya Kulkarni,Human Resource,Manager,Female,19-03-2022,,26130,76.1,Indore,Exited
EMP1396,Vivaan Mishra,Operations,Analyst,Female,24-02-2020,,68972,90.8,Mumbai,Active
EMP1397,Swati Patil,IT,Manager,Female,03-09-2023,27-11-2023,19699,76.1,Wardha,Exited
EMP1398,Manoj Joshi,sales,Associate,Male,15-03-2021,,56558,99.5,Pune,Active
EMP1399,Sai Ninawe,Marketing,Coordinator,Female,03-05-2020,,54583,73.9,Bengaluru,Exited
EMP1400,Aarav Jain,Operations,Senior Executive,Male,26-09-2020,,,93.2,Bengaluru,Active
EMP1401,Rahul Choudhary,Marketing,Coordinator,Male,06-01-2023,,59662,98.7,Indore,Active
EMP1402,Aditya Nair,Human Resource,Analyst,Female,31-08-2023,,46992,79.9,Bengaluru,Exited
EMP1403,Ananya Bhosale,Marketing,Manager,Female,29-04-2024,,33036,83.4,Delhi,Active
EMP1404,Vivaan Jain,IT,Executive,Female,09-04-2020,,55070,85.4,Indore,Exited
EMP1404,Isha Reddy,HR,Coordinator,Male,29-04-2022,,59984,98.4,Nagpur,Active
EMP1406,Bhavna Mehta,Marketing,Manager,Male,31-01-2019,,45627,95.9,Chennai,Active
EMP1407,Manoj Singh,Finance,Executive,Female,18-11-2023,,38152,91.5,Mumbai,Active
EMP1408,Aditya Patel,HR,Senior Executive,Female,30-12-2020,09-09-2022,47837,81.6,Chennai,Exited
EMP1409,Kavya Jain,HR,Manager,Male,15-05-2023,,18773,92.7,Mumbai,Active
EMP1410,Sakshi Patel,sales,Manager,Female,21-08-2024,,55989,88.2,Bengaluru,Active
EMP1411,Bhavna Shinde,IT,Analyst,Male,07-06-2023,,80126,74.1,Chennai,Active
EMP1412,Kiran Mehta,Sales,Executive,Male,13-08-2020,06-04-2023,66906,73.7,Mumbai,Exited
EMP1413,Rohan Bhosale,IT,Analyst,Female,09-01-2025,,57936,76.4,Indore,Active
EMP1414,Arjun Ninawe,Human Resource,Manager,Male,23-06-2021,,41770,95.5,Indore,Exited
EMP1415,Isha Mehta,hr,Executive,Male,05-04-2022,,50858,91.8,Wardha,Active
EMP1416,Sneha Mishra,Human Resource,Coordinator,Male,18-08-2021,,55373,97.0,Hyderabad,Active
EMP1417,Rahul Shinde,sales,Senior Executive,Female,06-06-2022,,65774,75.1,Hyderabad,Active
EMP1418,Diya Joshi,IT,Associate,Female,07-02-2022,,61458,83.4,Bengaluru,Exited
EMP1419,Rahul Mehta,hr,Analyst,Male,20-12-2020,,54780,77.9,Pune,Active
EMP1420, Shreya Patel ,HR,Coordinator,Male,08-09-2024,,71101,97.2,Indore,Active
EMP1421,Aadhya Mehta,Marketing,Associate,Male,17-04-2024,,65948,96.7,Bengaluru,Active
EMP1422,Arjun Shinde,Marketing,Senior Executive,Male,21-09-2024,,70007,89.9,Nagpur,Active
EMP1423,Bhavna Nair,Human Resource,Coordinator,Male,02-01-2024,,41480,92.1,Wardha,Active
EMP1424,Pooja Verma,Finance,Senior Executive,Female,20-06-2024,,26239,77.0,Delhi,Active
EMP1425,Amit Mishra,IT,Executive,Female,07-04-2024,16-06-2024,60476,95.0,Bengaluru,Exited
EMP1426,Rohan Mehta,Admin,Coordinator,Female,13-12-2020,21-01-2022,28202,81.3,Delhi,Exited
EMP1427,Amit Patil,sales,Coordinator,Male,14-11-2022,09-06-2025,18864,83.2,Delhi,Exited
EMP1428,Aditya Nair,Sales,Analyst,Female,16-05-2021,,42498,88.1,Pune,Active
EMP1429,Akash Joshi,IT,Manager,Female,14-09-2022,,81113,84.4,Nagpur,Active
EMP1430,Nikhil Pawar,HR,Coordinator,Male,25-09-2021,,34762,74.0,Indore,Active
EMP1431,Vivaan Choudhary,Human Resource,Analyst,Female,18-08-2019,,51850,88.0,Mumbai,Active
EMP1432,Ritika Yadav,hr,Analyst,Male,06-06-2021,31-10-2022,81133,94.9,Nagpur,Exited
EMP1433,Kiran Choudhary,Human Resource,Associate,Male,23-09-2024,,62914,76.9,Chennai,Exited
EMP1434,Arjun Singh,HR,Analyst,Female,08-04-2021,18-01-2023,30622,97.0,Mumbai,Exited
EMP1435,Ritika Mehta,Marketing,Manager,Male,26-04-2020,,81208,97.1,Indore,Active
EMP1436,Manoj Sharma,IT,Analyst,Female,08-11-2024,21-01-2025,74224,93.7,Chennai,Exited
EMP1437,Pooja Choudhary,Admin,Analyst,Male,05-02-2020,,80539,78.5,Indore,Exited
EMP1438,Kavya Kulkarni,Finance,Coordinator,Male,23-01-2019,,33444,81.3,Delhi,Active
EMP1439,Sakshi Jain,IT,Associate,Female,23-01-2023,,38287,77.8,Indore,Active
EMP1440,Kavya Choudhary,sales,Analyst,Female,02-02-2022,01-05-2023,81238,86.8,Wardha,Exited
EMP1441,Aadhya Yadav,Admin,Manager,Male,11-11-2022,04-05-2025,33608,83.4,Nagpur,Exited
EMP1442,Vihaan Deshmukh,Marketing,Analyst,Female,29-06-2023,17-04-2025,24822,98.9,Mumbai,Exited
EMP1443,Kiran Patel,Human Resource,Analyst,Female,15-04-2024,,52483,72.4,Mumbai,Exited
EMP1444,Shreya Patil,IT,Analyst,Female,04-11-2024,07-08-2026,25531,83.2,Delhi,Exited
EMP1445,Deepak Nair,Sales,Coordinator,Male,08-03-2021,,84918,88.5,Mumbai,Active
EMP1446,Pooja Joshi,HR,Associate,Female,06-10-2020,,54167,90.1,Chennai,Active
EMP1447,Rohan Deshmukh,Marketing,Coordinator,Female,04-03-2019,,29818,91.8,Indore,Active
EMP1448,Swati Choudhary,sales,Associate,Female,24-11-2022,,43496,87.2,Bengaluru,Exited
EMP1449,Sai Pawar,Marketing,Senior Executive,Female,12-03-2020,,83951,98.4,Indore,Active
EMP1449,Aadhya Mehta,Admin,Analyst,Female,21-10-2021,19-06-2023,,98.8,Wardha,Exited
EMP1451,Akash Shinde,Admin,Associate,Male,23-04-2019,,26854,90.3,Delhi,Exited
EMP1452,Kiran Jain,IT,Analyst,Female,17-12-2022,,52517,72.8,Hyderabad,Active
EMP1453,Aditya Mehta,Human Resource,Analyst,Male,05-05-2024,06-12-2026,53268,85.0,Delhi,Exited
EMP1454,Diya Joshi,Sales,Analyst,Female,26-04-2021,,44577,74.7,Pune,Active
EMP1455,Vihaan Patel,Operations,Senior Executive,Female,28-01-2019,,81214,84.8,Bengaluru,Active
EMP1456,Rahul Ninawe,Marketing,Executive,Female,21-02-2022,,34809,84.3,Indore,Exited
EMP1457,Vivaan Nair,sales,Executive,Female,01-06-2023,,77925,79.5,Mumbai,Active
EMP1458,Aarav Deshmukh,IT,Analyst,Female,17-02-2020,17-08-2022,52039,77.1,Wardha,Exited
EMP1459,Siddharth Jain,sales,Senior Executive,Female,23-01-2021,27-04-2022,66799,78.4,Nagpur,Exited
EMP1460,Rohan Gupta,Admin,Analyst,Female,25-07-2021,,53382,95.7,Delhi,Active
EMP1461,Arjun Gupta,Operations,Associate,Male,09-02-2019,,73249,99.9,Indore,Active
EMP1462,Vikas Jain,Operations,Associate,Male,13-05-2022,14-01-2024,24253,90.7,Mumbai,Exited
EMP1463,Ananya Kulkarni,Operations,Senior Executive,Female,30-01-2020,21-11-2020,65312,80.3,Chennai,Exited
EMP1464,Vihaan Mishra,Admin,Senior Executive,Female,25-03-2021,,55304,90.2,Wardha,Active
EMP1465,Bhavna Shinde,hr,Manager,Female,10-04-2023,05-10-2023,39964,82.7,Chennai,Exited
EMP1466,Deepak Patel,hr,Manager,Female,25-10-2020,,59533,91.3,Chennai,Exited
EMP1467,Aadhya Shinde,sales,Analyst,Male,03-11-2024,09-06-2025,21027,89.9,Pune,Exited
EMP1468,Ananya Ninawe,IT,Associate,Male,26-02-2020,,26361,70.8,Chennai,Active
EMP1469,Amit Patel,hr,Manager,Female,11-12-2021,,29050,79.3,Delhi,Active
EMP1470,Shreya Yadav,Operations,Executive,Male,01-06-2020,,40361,89.9,Hyderabad,Active
EMP1471,Deepak Reddy,Operations,Coordinator,Female,20-01-2022,,41204,88.9,Chennai,Exited
EMP1472,Amit Mehta,Sales,Associate,Female,23-11-2022,26-03-2025,29738,81.0,Bengaluru,Exited
EMP1473,Arjun Yadav,HR,Senior Executive,Female,01-01-2019,,63073,86.1,Wardha,Active
EMP1474,Bhavna Reddy,Sales,Executive,Female,07-02-2019,09-11-2020,48305,75.7,Indore,Exited
EMP1475,Kavya Patil,Finance,Executive,Female,30-10-2020,12-07-2021,52469,88.8,Indore,Exited
EMP1476,Bhavna Bhosale,Sales,Analyst,Male,12-03-2022,31-08-2024,26973,78.7,Wardha,Exited
EMP1477,Siddharth Shinde,Sales,Executive,Male,08-07-2024,,60027,71.5,Indore,Active
EMP1478,Aarav Ninawe,hr,Manager,Male,01-03-2022,,75464,77.0,Nagpur,Exited
EMP1479,Aarav Reddy,Finance,Senior Executive,Female,01-11-2022,26-02-2025,83325,90.9,Mumbai,Exited
EMP1480, Sneha Patel ,Human Resource,Analyst,Male,18-08-2019,29-11-2019,79623,96.9,Bengaluru,Exited
EMP1481,Manoj Patil,HR,Associate,Male,14-05-2020,,68436,92.1,Mumbai,Active
EMP1482,Ananya Shinde,hr,Associate,Female,04-11-2024,,79974,98.1,Nagpur,Active
EMP1483,Nikhil Verma,Marketing,Associate,Female,03-11-2024,,51202,76.0,Mumbai,Active
EMP1484,Deepak Deshmukh,hr,Coordinator,Male,24-08-2021,13-03-2022,54188,81.9,Delhi,Exited
EMP1485,Aarav Verma,Admin,Executive,Male,30-04-2024,,66679,74.7,Pune,Active
EMP1486,Akash Bhosale,sales,Manager,Male,03-09-2019,,64598,91.0,Pune,Active
EMP1487,Arjun Reddy,Finance,Executive,Female,21-07-2022,12-11-2023,43292,80.7,Nagpur,Exited
EMP1488,Aadhya Verma,Operations,Coordinator,Male,28-11-2023,12-05-2025,42874,86.3,Hyderabad,Exited
EMP1489,Shreya Shinde,Sales,Associate,Female,18-10-2020,,38319,94.6,Indore,Active
EMP1490,Pooja Shinde,HR,Coordinator,Female,03-09-2024,26-03-2027,20453,93.3,Delhi,Exited
EMP1491,Sneha Patel,Marketing,Coordinator,Male,07-05-2023,,83214,88.4,Hyderabad,Active
EMP1492,Kavya Jain,hr,Analyst,Male,30-01-2020,,23737,96.2,Delhi,Active
EMP1493,Vihaan Reddy,Finance,Manager,Female,09-02-2020,,68934,85.8,Bengaluru,Active
EMP1494,Vivaan Mishra,Finance,Manager,Female,18-10-2019,,45359,97.9,Pune,Active
EMP1494,Isha Verma,sales,Coordinator,Male,31-08-2023,28-11-2023,52840,92.0,Bengaluru,Exited
EMP1496,Aditya Deshmukh,Marketing,Coordinator,Female,02-02-2020,,48279,75.7,Indore,Active
EMP1497,Akash Joshi,Admin,Manager,Female,02-01-2021,27-03-2023,64918,91.1,Chennai,Exited
EMP1498,Ritika Singh,Human Resource,Coordinator,Female,08-01-2021,12-12-2022,38732,98.0,Hyderabad,Exited
EMP1499,Vikas Jain,sales,Coordinator,Male,16-08-2023,11-08-2024,49551,81.3,Indore,Exited
EMP1500,Swati Kulkarni,sales,Senior Executive,Male,28-01-2024,27-02-2024,,85.5,Bengaluru,Exited
EMP1501,Aarav Yadav,Finance,Coordinator,Male,29-05-2021,,54170,72.8,Wardha,Exited
EMP1502,Pooja Gupta,Human Resource,Senior Executive,Female,21-12-2021,02-10-2022,48539,72.8,Chennai,Exited
EMP1503,Rohan Deshmukh,hr,Coordinator,Female,22-08-2022,,30499,71.1,Chennai,Exited
EMP1504,Aditya Verma,sales,Analyst,Male,26-11-2022,01-06-2025,33799,89.0,Chennai,Exited
EMP1505,Vivaan Yadav,Marketing,Coordinator,Male,18-06-2019,18-12-2019,60838,74.6,Chennai,Exited
EMP1506,Isha Bhosale,Admin,Associate,Female,29-08-2024,,47109,93.6,Nagpur,Active
EMP1507,Arjun Jain,hr,Senior Executive,Male,03-05-2024,,70322,82.0,Chennai,Active
EMP1508,Bhavna Gupta,Human Resource,Associate,Male,23-05-2024,,81944,86.8,Indore,Active
EMP1509,Diya Joshi,hr,Executive,Female,26-12-2021,28-08-2024,29743,82.7,Hyderabad,Exited
EMP1510,Ananya Jain,sales,Coordinator,Female,10-04-2019,,63838,88.7,Wardha,Exited
EMP1511,Vivaan Joshi,Finance,Executive,Male,12-03-2023,,29247,77.3,Nagpur,Active
EMP1512,Deepak Yadav,HR,Associate,Female,07-11-2022,,57992,70.7,Delhi,Active
EMP1513,Shreya Mehta,Finance,Manager,Male,14-04-2021,10-02-2023,36526,81.3,Indore,Exited
EMP1514,Vivaan Kulkarni,Human Resource,Executive,Female,04-09-2019,,53557,89.6,Mumbai,Exited
EMP1515,Aditya Patil,Sales,Senior Executive,Female,15-01-2023,,20500,76.9,Chennai,Active
EMP1516,Amit Singh,sales,Analyst,Female,08-06-2024,,42434,86.8,Mumbai,Active
EMP1517,Vivaan Joshi,Marketing,Executive,Female,02-06-2022,02-08-2024,38578,90.5,Hyderabad,Exited
EMP1518,Nikhil Yadav,Finance,Associate,Male,15-08-2024,16-06-2026,51774,98.3,Bengaluru,Exited
EMP1519,Diya Gupta,sales,Manager,Female,29-05-2023,,29507,85.6,Delhi,Active
EMP1520,Kavya Joshi,Admin,Associate,Male,17-09-2020,06-05-2023,61160,76.2,Nagpur,Exited
EMP1521,Rohan Mehta,Finance,Associate,Male,19-07-2020,24-02-2023,35727,89.7,Nagpur,Exited
EMP1522,Sneha Patel,Marketing,Senior Executive,Male,23-12-2024,,42134,91.8,Hyderabad,Active
EMP1523,Ritika Pawar,IT,Analyst,Male,27-05-2022,14-10-2024,53887,73.2,Nagpur,Exited
EMP1524,Aarav Bhosale,Admin,Analyst,Male,29-12-2021,,48432,80.8,Wardha,Active
EMP1525,Arjun Nair,Admin,Associate,Female,04-04-2024,,68785,74.1,Delhi,Exited
